iter	Logloss
235	0.2192945967
236	0.2192784054
237	0.2192669454
238	0.2192549094
239	0.2192397384
240	0.2192278303
241	0.2192179701
242	0.2192079241
243	0.2191953656
244	0.2191838089
245	0.2191721483
246	0.2191623789
247	0.2191432794
248	0.2191236416
249	0.2191114176
250	0.2190994088
251	0.2190901013
252	0.2190753868
253	0.2190617272
254	0.219039318
255	0.2190279992
256	0.2190178859
257	0.2190025388
258	0.218989739
259	0.2189776882
260	0.2189680196
261	0.2189540584
262	0.2189427235
263	0.2189246316
264	0.2189126961
265	0.2189017932
266	0.2188898197
267	0.2188771221
268	0.2188628949
269	0.2188498539
270	0.2188376386
271	0.2188254423
272	0.2188117517
273	0.2188043051
274	0.2187992682
275	0.2187896946
276	0.2187793162
277	0.2187703373
278	0.2187533551
279	0.2187394168
280	0.2187266591
281	0.2187128366
282	0.2187015789
283	0.2186884837
284	0.2186727217
285	0.2186652735
286	0.2186528533
287	0.2186345183
288	0.2186255552
289	0.2186160398
290	0.2186033648
291	0.2185881881
292	0.2185782504
293	0.2185687493
294	0.2185590901
295	0.2185486334
296	0.2185359709
297	0.2185197785
298	0.2185061166
299	0.218491742
300	0.2184831265
301	0.2184709732
302	0.2184601079
303	0.218450057
304	0.2184410883
305	0.2184299721
306	0.2184202439
307	0.2184070424
308	0.2183990973
309	0.2183911992
310	0.2183816897
311	0.2183695037
312	0.2183563725
313	0.2183481344
314	0.2183354738
315	0.2183263183
316	0.2183139245
317	0.2183038215
318	0.2182872193
319	0.218272584
320	0.2182635633
321	0.218253243
322	0.2182438361
323	0.2182295714
324	0.2182148225
325	0.2182054747
326	0.2181930052
327	0.2181833309
328	0.2181717402
329	0.2181590621
330	0.2181540337
331	0.2181467183
332	0.2181380875
333	0.2181250871
334	0.2181154901
335	0.2181075652
336	0.2180880965
337	0.218076409
338	0.2180640016
339	0.2180513397
340	0.2180463845
341	0.2180401403
342	0.2180300029
343	0.2180208141
344	0.2180100951
345	0.217998724
346	0.2179901965
347	0.2179762061
348	0.217962836
349	0.2179545113
350	0.2179466553
351	0.2179387827
352	0.2179311082
353	0.2179207658
354	0.2179128045
355	0.2179021366
356	0.2178924764
357	0.2178851732
358	0.2178727848
359	0.2178648069
360	0.2178536187
361	0.2178427073
362	0.2178314622
363	0.2178209751
364	0.2178135005
365	0.2178034714
366	0.2177946266
367	0.2177824485
368	0.2177711817
369	0.2177594002
370	0.2177501737
371	0.2177415238
372	0.2177317572
373	0.2177196987
374	0.2177073864
375	0.2176953326
376	0.2176843988
377	0.2176721856
378	0.2176620595
379	0.2176509261
380	0.217639954
381	0.2176340091
382	0.2176253107
383	0.217614406
384	0.2176067034
385	0.2175958767
386	0.2175852188
387	0.2175747581
388	0.2175508266
389	0.2175400348
390	0.2175328209
391	0.2175244536
392	0.2175172565
393	0.2175075533
394	0.2175025339
395	0.2174896585
396	0.2174824209
397	0.2174731508
398	0.2174577435
399	0.2174466665
400	0.2174378377
401	0.217425421
402	0.2174162835
403	0.2174049761
404	0.2173970231
405	0.2173899427
406	0.217377417
407	0.2173664985
408	0.2173536384
409	0.2173452286
410	0.2173327597
411	0.2173290774
412	0.2173156603
413	0.2173073067
414	0.2172992208
415	0.2172863902
416	0.2172731097
417	0.217261785
418	0.2172535756
419	0.2172451508
420	0.2172320168
421	0.2172191891
422	0.2172083688
423	0.2171978124
424	0.2171900245
425	0.2171788608
426	0.2171673213
427	0.2171592892
428	0.2171523933
429	0.2171492289
430	0.2171423749
431	0.2171305498
432	0.2171215438
433	0.2171034552
434	0.2170906689
435	0.2170843172
436	0.2170754295
437	0.217067079
438	0.217056734
439	0.2170488202
440	0.2170388615
441	0.2170298298
442	0.217015056
443	0.2170059939
444	0.2169971217
445	0.2169860498
446	0.2169772691
447	0.2169683819
448	0.2169559653
449	0.2169531286
450	0.2169403132
451	0.2169287825
452	0.2169179372
453	0.2169126703
454	0.2169040134
455	0.2168923506
456	0.2168790757
457	0.2168701961
458	0.216863335
459	0.2168508095
460	0.2168435589
461	0.2168317259
462	0.2168248355
463	0.2168111303
464	0.2167990002
465	0.2167876191
466	0.2167798434
467	0.2167756252
468	0.216768682
469	0.2167582745
470	0.2167481608
471	0.2167405699
472	0.2167297807
473	0.2167203482
474	0.2167142118
475	0.2167057479
476	0.2166987374
477	0.2166910186
478	0.2166821496
479	0.2166798574
480	0.2166695427
481	0.2166593014
482	0.2166502537
483	0.2166415235
484	0.2166344159
485	0.2166245372
486	0.2166145684
487	0.2166068529
488	0.2165997732
489	0.216594243
490	0.2165837081
491	0.2165747088
492	0.2165662884
493	0.2165586444
494	0.216550391
495	0.2165375989
496	0.2165275474
497	0.2165186456
498	0.2165154467
499	0.2165058048
500	0.2164994929
501	0.2164921131
502	0.2164845327
503	0.216475028
504	0.2164659059
505	0.2164545005
506	0.2164454814
507	0.2164333909
508	0.216422894
509	0.2164121444
510	0.2164014305
511	0.2163911369
512	0.216380516
513	0.2163738715
514	0.2163650529
515	0.2163577421
516	0.2163474854
517	0.2163463839
518	0.2163378438
519	0.2163257107
520	0.2163137473
521	0.2163062084
522	0.2162966745
523	0.2162881322
524	0.2162792433
525	0.2162699277
526	0.2162606971
527	0.2162522324
528	0.2162430992
529	0.2162323241
530	0.2162249421
531	0.2162020465
532	0.2161937289
533	0.2161857931
534	0.2161776435
535	0.2161646459
536	0.2161554353
537	0.2161429069
538	0.2161323535
539	0.2161233049
540	0.216116764
541	0.2161032104
542	0.216089885
543	0.2160790577
544	0.2160719294
545	0.2160617184
546	0.2160524184
547	0.2160434905
548	0.2160361947
549	0.2160317919
550	0.2160268817
551	0.2160213593
552	0.2160124788
553	0.2160035468
554	0.2159941343
555	0.2159875234
556	0.215979065
557	0.2159696487
558	0.2159609045
559	0.2159540096
560	0.2159443331
561	0.2159374163
562	0.2159258807
563	0.2159168567
564	0.2159086908
565	0.2159009249
566	0.2158894062
567	0.2158823786
568	0.2158762972
569	0.2158683586
570	0.2158597294
571	0.2158396837
572	0.2158289004
573	0.2158198991
574	0.2158099415
575	0.2158002827
576	0.215790217
577	0.2157833009
578	0.2157817571
579	0.2157731809
580	0.2157653961
581	0.2157573766
582	0.2157488111
583	0.2157402321
584	0.2157327562
585	0.2157233272
586	0.2157157723
587	0.2157087743
588	0.2157030455
589	0.2156939143
590	0.2156874061
591	0.2156778914
592	0.2156658126
593	0.2156582964
594	0.2156535358
595	0.2156457213
596	0.2156430017
597	0.2156366173
598	0.2156268193
599	0.2156179183
600	0.2156082338
601	0.2155993148
602	0.2155901001
603	0.2155802115
604	0.2155729318
605	0.2155622943
606	0.2155546293
607	0.2155444482
608	0.2155358325
609	0.2155237783
610	0.2155216736
611	0.2155129736
612	0.2155032607
613	0.2154981598
614	0.2154902441
615	0.2154782032
616	0.2154685967
617	0.2154607828
618	0.2154533132
619	0.2154466857
620	0.2154395337
621	0.2154313194
622	0.2154241357
623	0.2154164066
624	0.2154069661
625	0.215398146
626	0.2153880076
627	0.2153785834
628	0.2153725364
629	0.2153635449
630	0.2153574149
631	0.2153483291
632	0.2153424729
633	0.2153322737
634	0.2153233385
635	0.2153109696
636	0.2153002847
637	0.2152900572
638	0.2152838397
639	0.2152734537
640	0.2152659979
641	0.2152567303
642	0.2152508243
643	0.2152440202
644	0.215237885
645	0.2152308747
646	0.215219665
647	0.2152110614
648	0.2151993815
649	0.2151889302
650	0.2151795334
651	0.2151736177
652	0.2151671582
653	0.2151576542
654	0.2151480132
655	0.2151394052
656	0.2151308008
657	0.2151223799
658	0.2151172093
659	0.2151073633
660	0.2151026217
661	0.215095371
662	0.215084582
663	0.2150774536
664	0.2150676659
665	0.2150576162
666	0.2150393955
667	0.2150286927
668	0.2150247937
669	0.2150152555
670	0.2150083143
671	0.2149971851
672	0.2149939613
673	0.2149842861
674	0.2149780444
675	0.2149670084
676	0.2149581317
677	0.2149529341
678	0.2149465577
679	0.2149375639
680	0.214927819
681	0.2149200747
682	0.2149110659
683	0.214899663
684	0.2148954361
685	0.214886799
686	0.21488063
687	0.2148726152
688	0.2148636502
689	0.214856255
690	0.2148459268
691	0.214834005
692	0.2148225837
693	0.2148119469
694	0.214803379
695	0.2147938954
696	0.2147841957
697	0.2147766688
698	0.2147700502
699	0.214757553
700	0.2147527311
701	0.2147429722
702	0.2147322643
703	0.2147252339
704	0.2147163035
705	0.2147065667
706	0.2146983419
707	0.2146895589
708	0.2146812465
709	0.2146744798
710	0.2146619498
711	0.2146586192
712	0.2146477292
713	0.2146398602
714	0.2146325775
715	0.2146222157
716	0.2146197234
717	0.2146125474
718	0.2146054547
719	0.2145916511
720	0.2145827035
721	0.2145763667
722	0.2145691515
723	0.2145605124
724	0.2145520695
725	0.2145447875
726	0.2145405638
727	0.2145322911
728	0.2145237703
729	0.2145165446
730	0.2145094986
731	0.2145041464
732	0.2144960207
733	0.2144887051
734	0.214480207
735	0.2144738603
736	0.2144626177
737	0.2144532072
738	0.2144427934
739	0.2144382588
740	0.2144307443
741	0.2144234169
742	0.2144136022
743	0.2144052194
744	0.2143967045
745	0.214389977
746	0.2143798882
747	0.2143719394
748	0.2143617682
749	0.2143519922
750	0.2143458085
751	0.2143371876
752	0.2143291791
753	0.2143208474
754	0.2143136309
755	0.2143063734
756	0.2142965968
757	0.2142901653
758	0.2142793391
759	0.2142700163
760	0.2142608564
761	0.2142510499
762	0.2142416847
763	0.2142356025
764	0.214224084
765	0.2142152407
766	0.2142102942
767	0.2142016866
768	0.2141944207
769	0.2141835747
770	0.2141773306
771	0.214168529
772	0.2141618384
773	0.2141550285
774	0.2141465935
775	0.2141375397
776	0.2141304182
777	0.2141232347
778	0.2141174565
779	0.2141135543
780	0.2141036462
781	0.2140940053
782	0.2140838295
783	0.2140736051
784	0.2140685949
785	0.2140615274
786	0.2140499858
787	0.214041884
788	0.2140283348
789	0.2140175906
790	0.2140112084
791	0.2140057881
792	0.2139998301
793	0.2139887897
794	0.2139769071
795	0.2139667316
796	0.2139632506
797	0.2139548227
798	0.2139447626
799	0.2139380688
800	0.2139302234
801	0.213923156
802	0.213915201
803	0.2139074472
804	0.2138990575
805	0.2138898853
806	0.2138825877
807	0.2138739391
808	0.2138678269
809	0.2138596268
810	0.2138505755
811	0.2138415433
812	0.2138337805
813	0.2138253002
814	0.2138179508
815	0.2138120398
816	0.2138048361
817	0.2137990318
818	0.2137915535
819	0.2137836157
820	0.2137685464
821	0.2137596204
822	0.2137507601
823	0.2137459835
824	0.2137376553
825	0.2137336608
826	0.2137310029
827	0.2137228922
828	0.2137139032
829	0.2137041402
830	0.2137007743
831	0.2136905905
832	0.213680317
833	0.213670731
834	0.2136627964
835	0.2136536692
836	0.2136424913
837	0.2136320539
838	0.2136288938
839	0.2136221327
840	0.213613885
841	0.2136065381
842	0.213596084
843	0.2135892651
844	0.2135791695
845	0.2135711771
846	0.2135652755
847	0.2135576149
848	0.213547899
849	0.2135439807
850	0.2135360023
851	0.2135281916
852	0.213523729
853	0.2135165051
854	0.2135062954
855	0.2134960254
856	0.2134882578
857	0.2134829545
858	0.2134744889
859	0.2134669621
860	0.2134582834
861	0.2134496513
862	0.2134423942
863	0.2134349932
864	0.213427073
865	0.2134220298
866	0.2134139647
867	0.2134066927
868	0.2133978998
869	0.2133904674
870	0.2133841391
871	0.2133761388
872	0.2133710322
873	0.2133612093
874	0.213353487
875	0.2133442971
876	0.2133347346
877	0.2133318426
878	0.2133225555
879	0.2133135079
880	0.213309593
881	0.2133008751
882	0.2132972282
883	0.2132881695
884	0.2132800497
885	0.2132725413
886	0.2132658414
887	0.2132557281
888	0.2132479809
889	0.2132404844
890	0.2132330816
891	0.2132248513
892	0.2132190507
893	0.2132128324
894	0.2132051539
895	0.2131986876
896	0.2131906416
897	0.2131807556
898	0.2131707124
899	0.2131636214
900	0.2131531458
901	0.2131476786
902	0.2131392512
903	0.2131317687
904	0.2131223078
905	0.2131137328
906	0.2131064492
907	0.2130975071
908	0.2130876283
909	0.2130788682
910	0.2130670502
911	0.2130570646
912	0.2130509259
913	0.2130472568
914	0.2130408453
915	0.2130341638
916	0.2130297547
917	0.2130273497
918	0.2130199986
919	0.2130140282
920	0.2130025217
921	0.2129993018
922	0.2129918125
923	0.2129833985
924	0.2129775452
925	0.2129698823
926	0.2129658791
927	0.2129626827
928	0.2129522883
929	0.2129425111
930	0.2129335234
931	0.2129233677
932	0.2129148595
933	0.2129062717
934	0.2128965463
935	0.212887318
936	0.21287953
937	0.2128756669
938	0.2128686646
939	0.2128589058
940	0.2128545002
941	0.2128493174
942	0.2128419311
943	0.2128381677
944	0.212828618
945	0.2128224466
946	0.2128141773
947	0.2128044965
948	0.2127967345
949	0.212789061
950	0.2127815192
951	0.2127719962
952	0.2127654121
953	0.212756811
954	0.2127488932
955	0.2127421357
956	0.2127319829
957	0.2127258543
958	0.2127169903
959	0.2127118979
960	0.2127055791
961	0.2126974154
962	0.212690417
963	0.2126840814
964	0.2126781788
965	0.2126697912
966	0.2126620304
967	0.212657813
968	0.2126510524
969	0.212643678
970	0.2126347811
971	0.2126263927
972	0.2126159973
973	0.2126079082
974	0.2125983319
975	0.2125904095
976	0.2125842335
977	0.2125828657
978	0.2125735291
979	0.2125672832
980	0.2125579661
981	0.2125492149
982	0.2125393553
983	0.2125321222
984	0.2125228458
985	0.2125192674
986	0.2125100519
987	0.2125040725
988	0.212496362
989	0.2124905776
990	0.2124840789
991	0.2124765101
992	0.2124635145
993	0.2124575041
994	0.2124537212
995	0.2124487807
996	0.2124413626
997	0.2124336074
998	0.2124281737
999	0.2124205694
1000	0.2124104562
1001	0.2124004674
1002	0.2123921206
1003	0.2123826582
1004	0.2123749785
1005	0.2123703626
1006	0.2123633385
1007	0.2123546928
1008	0.2123480486
1009	0.2123391151
1010	0.2123289263
1011	0.212325428
1012	0.2123142397
1013	0.2123114301
1014	0.2123035832
1015	0.2122963908
1016	0.2122866224
1017	0.2122809731
1018	0.2122726407
1019	0.2122637047
1020	0.212256736
1021	0.2122517373
1022	0.212244038
1023	0.212235915
1024	0.2122270906
1025	0.212220026
1026	0.2122133901
1027	0.2122072958
1028	0.2122013445
1029	0.2121948587
1030	0.2121861323
1031	0.2121766472
1032	0.2121675612
1033	0.2121581571
1034	0.2121536515
1035	0.2121461866
1036	0.2121397479
1037	0.2121334279
1038	0.2121243353
1039	0.2121177067
1040	0.2121114723
1041	0.2121025636
1042	0.2120957725
1043	0.2120936009
1044	0.2120862019
1045	0.2120781386
1046	0.2120716322
1047	0.2120601709
1048	0.2120544893
1049	0.2120463001
1050	0.2120376853
1051	0.2120306534
1052	0.2120234346
1053	0.2120180616
1054	0.2120105804
1055	0.2120013211
1056	0.211993249
1057	0.2119873858
1058	0.211980855
1059	0.2119738624
1060	0.2119685386
1061	0.2119614059
1062	0.2119531774
1063	0.2119457141
1064	0.2119349802
1065	0.2119310165
1066	0.2119219268
1067	0.2119155653
1068	0.2119087367
1069	0.2118996573
1070	0.2118893477
1071	0.2118828695
1072	0.2118751704
1073	0.2118686929
1074	0.2118624068
1075	0.2118585696
1076	0.2118479717
1077	0.2118404174
1078	0.2118323936
1079	0.2118249582
1080	0.2118173417
1081	0.2118089075
1082	0.2118028462
1083	0.2117942369
1084	0.2117841626
1085	0.2117773549
1086	0.2117701662
1087	0.2117641104
1088	0.2117574687
1089	0.2117491943
1090	0.2117418253
1091	0.211731313
1092	0.2117275621
1093	0.2117179068
1094	0.2117117667
1095	0.2117034127
1096	0.2116930916
1097	0.2116856078
1098	0.2116779847
1099	0.2116696449
1100	0.2116626466
1101	0.2116534801
1102	0.2116465075
1103	0.2116423142
1104	0.2116351511
1105	0.2116265166
1106	0.2116195098
1107	0.2116151199
1108	0.2116056018
1109	0.2115969452
1110	0.2115886088
1111	0.211576352
1112	0.2115689402
1113	0.2115611819
1114	0.2115550635
1115	0.2115453807
1116	0.2115394871
1117	0.2115344333
1118	0.2115258007
1119	0.2115169448
1120	0.2115127477
1121	0.2115053981
1122	0.2115000908
1123	0.2114914829
1124	0.211486221
1125	0.2114787986
1126	0.2114742175
1127	0.2114660422
1128	0.2114604752
1129	0.2114519934
1130	0.2114469053
1131	0.2114358444
1132	0.2114279524
1133	0.2114226915
1134	0.2114171261
1135	0.2114104668
1136	0.2114047118
1137	0.2114006321
1138	0.2113938412
1139	0.2113864449
1140	0.2113778994
1141	0.2113694741
1142	0.2113611344
1143	0.2113537216
1144	0.2113439107
1145	0.2113328438
1146	0.2113251022
1147	0.2113207308
1148	0.2113135682
1149	0.2113044033
1150	0.2113007065
1151	0.2112903233
1152	0.2112822321
1153	0.2112739337
1154	0.2112682443
1155	0.2112588595
1156	0.2112512848
1157	0.2112415045
1158	0.2112378985
1159	0.2112314282
1160	0.2112276307
1161	0.2112226537
1162	0.2112127139
1163	0.2112051202
1164	0.2111950286
1165	0.211189096
1166	0.2111829495
1167	0.2111763119
1168	0.2111707451
1169	0.2111622309
1170	0.2111588376
1171	0.2111545313
1172	0.2111486089
1173	0.2111411128
1174	0.2111316097
1175	0.2111246931
1176	0.2111187874
1177	0.2111098713
1178	0.2111016022
1179	0.2110935388
1180	0.2110862334
1181	0.2110785201
1182	0.2110707836
1183	0.2110657071
1184	0.2110595384
1185	0.2110509189
1186	0.2110489908
1187	0.2110432013
1188	0.2110349471
1189	0.211027169
1190	0.2110209439
1191	0.2110135165
1192	0.211008332
1193	0.2110013334
1194	0.2109926755
1195	0.2109866974
1196	0.2109787807
1197	0.2109735962
1198	0.2109650738
1199	0.2109562275
1200	0.2109463905
1201	0.2109384932
1202	0.21093324
1203	0.2109269955
1204	0.2109192602
1205	0.2109091619
